46-23E	32581	0.100582763	0.133725414	0.00808104	0.069056496	0.099602427	0.055163333	0.016142686	0.036211527	0.00044225	0.000495855	0.003384735	0.000184991	0.002486401	0.001155765	0.000471642	0.000145535	0.000589394	0.000315342	0.001936897	0.000178601	0.001175482	0.000245647	0.000524274	0.000366763	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.07735E-05	3.78612E-05	0.000232718	2.14423E-05	0.000141186	2.94925E-05	6.29522E-05	4.40361E-05	2.04846E-05	1.14497E-05	5.55003E-05	0	4.50052E-05	9.53435E-06	2.06823E-05	1.42361E-05	0.007304965	0.008186997	0.043797724	0.015543031	0.012001205	0.001591772	0.006699237	0.002526458	0.000191835	0	0.000170357	0	0.000250077	0	0.000693953	0.000580671	1.51679E-05	1.0339E-05	0.000125909	2.67746E-05	4.29384E-05	3.44421E-06	9.41283E-06	2.15353E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00425E-06	5.61317E-07	2.30394E-06	0	2.14185E-06	4.53744E-07	9.84284E-07	6.77503E-07	8.60028E-05	4.80712E-05	0.000197295	0	0.000183416	3.88589E-05	8.42927E-05	5.80211E-05	4.19643E-06	4.60548E-06	4.09172E-05	5.4493E-06	3.30231E-05	8.0712E-06	3.0583E-05	1.09203E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000315873	0.000643841	0.0032705	0	0.001660356	0.000773612	0.001347007	0.000973546	0.001004896	0.001126663	0.006561983	0.000359183	0.00528797	0.002459882	0.00100421	0.000309926	1.97755E-05	2.17031E-05	0.000161065	2.14515E-05	0.000101075	2.47044E-05	8.70739E-05	3.10921E-05	0.000218693	0.000181243	0.00027826	0.000102976	0.000451297	0.00025098	4.86088E-10	2.52938E-10	3.56199E-10	0	8.62653E-10	2.15631E-10	4.71086E-10	3.21967E-10	1.02904E-07	7.01425E-08	4.54769E-07	9.67019E-08	1.72591E-07	1.38438E-08	9.06547E-08	2.07405E-08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.52684E-06	0	8.88121E-07	0	3.1855E-06	0	1.04895E-05	8.34588E-06	2.75353E-05	0	1.16696E-05	0	4.04354E-05	0	0.000112228	8.92942E-05	1.69374E-05	1.15451E-05	0.00011725	2.49332E-05	6.02078E-05	4.82947E-06	4.09738E-05	9.37437E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
46-23I	9190	0.166498421	0.135664028	0.006062614	0.003032662	0.062117745	0.027195862	0.007071992	0.00101118	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
46-4E	10645	0.136378877	0.100726459	0.153785007	0.234083538	0.156659124	0.082473775	0.067042681	0.009801478	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
46-4I	2661	0.242066062	0.159545979	0.372246822	0.42721835	0.019530394	0.006543989	0.054559622	0.003276022	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
46-5E	11850	0.020885554	0.049016133	0.004565221	0.001956273	0.054258239	0.039194471	0.03723125	0.018272616	0.000762215	0.000854587	0.005827356	0.00031886	0.004282127	0.001991441	0.000812863	0.000250855	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000117221	6.27094E-05	0.000385425	3.55149E-05	0.000233839	4.88485E-05	0.000104267	7.29367E-05	4.92162E-05	2.75091E-05	0.000133341	0	0.000108127	2.29073E-05	4.96911E-05	3.42036E-05	0.018120298	0.020294796	0.105689338	0.038317508	0.029664851	0.003965383	0.016625305	0.006289451	0.000301228	0	0.000267505	0	0.000392676	0	0.001089522	0.000911696	4.49653E-05	3.06501E-05	0.000373218	7.93725E-05	0.000127288	1.02105E-05	2.79045E-05	6.38422E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.56477E-06	1.43355E-06	5.88404E-06	0	5.47008E-06	1.15882E-06	2.51377E-06	1.73028E-06	0.000219629	0.000122765	0.000503796	0	0.000468362	9.9239E-05	0.000215262	0.000148174	1.88024E-05	2.06352E-05	0.000183321	2.44159E-05	0.000147955	3.61634E-05	0.000137023	4.89286E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000495982	0.001010859	0.005130984	0	0.002606078	0.001214561	0.002114437	0.001528368	0	0	0	0	0	0	0	0	5.15461E-05	5.65704E-05	0.000419778	5.59146E-05	0.000263441	6.43933E-05	0.000226951	8.10427E-05	0.000327289	0.000271246	0.000416429	0.000154114	0.000675357	0.000375606	2.32962E-08	1.21223E-08	1.70711E-08	0	4.13434E-08	1.03343E-08	2.25772E-08	1.54306E-08	2.65814E-06	1.81188E-06	1.17472E-05	2.49794E-06	4.45827E-06	3.57604E-07	2.34174E-06	5.35756E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.05497E-06	0	4.68537E-06	0	1.68054E-05	0	5.53371E-05	4.40288E-05	0.000121336	0	5.14242E-05	0	0.000178177	0	0.000494465	0.000393437	4.3256E-05	2.9485E-05	0.000299419	6.36759E-05	0.000153758	1.2334E-05	0.00010464	2.39411E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
46-5I	2602	0	0	0.000195626	0	0.246279704	0.208209908	0.013049197	0.005217911	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
46-6E	15841	0.011547506	0.005782254	0.064069273	0.147482699	0.028741107	0.012986182	0.057056801	0.093231536	0.000570236	0.00063935	0.004362413	0.000238536	0.003205014	0.001490089	0.000608132	0.00018766	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000117215	6.27064E-05	0.000385406	3.55132E-05	0.000233827	4.88461E-05	0.000104262	7.29331E-05	4.92138E-05	2.75078E-05	0.000133335	0	0.000108122	2.29062E-05	4.96886E-05	3.42019E-05	0.013586226	0.015220846	0.080163846	0.028804368	0.022275023	0.002967824	0.012462935	0.004708617	0.000301213	0	0.000267492	0	0.000392657	0	0.001089469	0.000911652	4.49631E-05	3.06486E-05	0.000373199	7.93687E-05	0.000127281	1.021E-05	2.79032E-05	6.38391E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.56464E-06	1.43348E-06	5.88375E-06	0	5.46982E-06	1.15876E-06	2.51365E-06	1.73019E-06	0.000219618	0.000122759	0.000503772	0	0.000468339	9.92342E-05	0.000215251	0.000148167	1.88015E-05	2.06342E-05	0.000183312	2.44147E-05	0.000147948	3.61616E-05	0.000137017	4.89262E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000495958	0.00101081	0.005130735	0	0.002605951	0.001214502	0.002114335	0.001528294	0	0	0	0	0	0	0	0	3.85597E-05	4.23183E-05	0.000314035	4.18277E-05	0.000197076	4.81704E-05	0.000169778	6.06254E-05	0.000244841	0.000202915	0.00031153	0.000115289	0.00050525	0.000280989	2.32951E-08	1.21217E-08	1.70703E-08	0	4.13414E-08	1.03338E-08	2.25761E-08	1.54298E-08	1.98845E-09	1.35539E-09	8.78768E-09	1.86861E-09	3.33506E-09	2.67509E-10	1.75176E-09	4.00777E-10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.05458E-06	0	4.68514E-06	0	1.68045E-05	0	5.53344E-05	4.40267E-05	0.00012133	0	5.14217E-05	0	0.000178168	0	0.000494441	0.000393418	4.32539E-05	2.94835E-05	0.000299404	6.36728E-05	0.000153751	1.23334E-05	0.000104635	2.39399E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
46-6I	3244	0	0	0	0	0	0	0.298855042	0.19745539	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7a-23E	49481	0.000283037	0.000576921	0.003923317	0.000971994	0.001431622	0.000650212	0.001108208	0.00073518	0.068981371	0.092254082	0.005455835	0.047101664	0.068297282	0.037536443	0.010913021	0.024561959	0	0	0.000917767	0.000804835	3.53598E-05	0	9.93692E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.60238E-05	1.92712E-05	0.000118458	1.0914E-05	7.18653E-05	1.50116E-05	3.20427E-05	2.24143E-05	0.000524116	0.001068184	0.00551544	0.001367262	0.002985725	0.001356628	0.002572658	0.00170711	5.56425E-05	0.000113431	0.000480474	0.000118882	0.00026627	0.000120896	0.000289412	0.000191968	0.000151469	0.000308763	0.001995494	0.000494021	0.000802297	0.000364323	0.000691197	0.000458504	0.000423573	0.000464851	0.004960443	0.000662038	0.003479491	0.000851535	0.001490647	0.000532516	0	0	0	0	0	0	0	0	0.001024071	0.000481312	0.00277586	0	0.003166066	0.000389089	0.000783276	0.000580909	2.33398E-05	4.75804E-05	0.000208472	5.15764E-05	0.000129222	5.86692E-05	0.000111323	7.38386E-05	0.000223989	0.00024582	0.001999093	0.000266462	0.001239568	0.000303102	0.001067947	0.00038146	7.00786E-05	7.69093E-05	0.000683104	9.10001E-05	0.000551347	0.000134782	0.000510618	0.000182355	0.000397469	0.000436204	0.003544954	0.00047283	0.00219875	0.000537839	0.001894455	0.00067686	0.000191598	0.000107096	0.000268981	0	0.000388885	8.23965E-05	0.00017873	0.000123027	7.62546E-05	4.26224E-05	0.000107055	0	0.000154783	3.27921E-05	7.1133E-05	4.89628E-05	0.000149191	0.000175531	0.000956347	0	0.00080499	0.000216436	0.000653016	0.000272392	0.000254132	0.000136652	0.000974483	8.57802E-05	0.000513366	0.00010765	0.000229259	0.000160732	0.000806643	0.00164375	0.011588137	0.002879283	0.004344745	0.001974862	0.003744013	0.002484865	0	0	0.001265136	0.000441389	7.08838E-05	0	0.000199193	0	0.00112392	0.000873668	0.001146094	0.001046059	0.001748532	0.001107986	0	0	0	0	0	0	0	0	2.78327E-05	8.27711E-06	2.79326E-05	6.27618E-06	4.36074E-05	8.98491E-06	1.42373E-05	1.3461E-05	9.18752E-05	5.77441E-05	0.000146636	0	0.000291812	5.16073E-05	0.000114858	7.70559E-05	0.000490161	0.000274	0.000981475	0	0.001121048	0.000237595	0.000515332	0.000354742	7.79521E-05	4.65792E-05	0.000199912	2.29747E-05	0.000231359	4.13938E-05	9.46933E-05	6.18061E-05	0.000456276	0.000255056	0.000737337	0	0.001048698	0.000222255	0.000482064	0.000331839	0.00027474	0.000301516	0.002686024	0.000358132	0.002834694	0.000693564	0.003764546	0.001345825	0	0	0	0	0	0	0	0	6.19009E-05	3.45993E-05	7.75214E-05	0	0.000145957	3.09222E-05	6.70768E-05	4.61707E-05
7a-23I	13957	0	0	0	0	0	0	0	0	0.115553619	0.093623757	0.004091738	0.002045771	0.042318435	0.018418905	0.004773769	0.000681896	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
